A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Museums
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Shopping
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Museums
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,152,"[u'Summer', 'afternoon']",Museums
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Museums
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Shopping
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Museums
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",History
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Beer
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Art
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Culture
A00126103VB6TFM3EITH9,210,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",History
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Shopping
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",History
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Shopping
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",History
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Shopping
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Museums
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Culture
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Shopping
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",History
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Beer
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Shopping
A10QUVJBDFSJYH,151,"[u'Summer', 'afternoon']",Art
